"","analyzer_version","artist_7digitalid","artist_familiarity","artist_hotttnesss","artist_id","artist_latitude","artist_location","artist_longitude","artist_mbid","artist_name","artist_playmeid","genre","idx_artist_terms","idx_similar_artists","release","release_7digitalid","song_hotttnesss","song_id","title","track_7digitalid"
"2584","",8956,0.867258942437531,0.547764111010419,"ARHUC691187B9AD27F",NA,"Long Beach, California",NA,"20883363-1ea4-4d72-ad72-c0e767038f3e","The Mars Volta",-1,"",0,0,"Scab Dates",20027,0.589946218654105,"SOGAALD12A6D4F58F2","Caviglia",209197
"2585","",166916,0.475721566730678,0.39837312273654,"AR45KNL1187B992E53",37.77916,"California - SF",-122.42005,"3f4a14ca-96d2-4ebd-9334-502fc24c2f85","Dr. Elmo",-1,"",0,0,"Dr. Elmo Sings The Boo's",226440,0,"SOVPWRB12A6D4FB0C3","Happy Halloween Anniversary",2478082
"2586","",2199,0.707335681257402,0.603876486918163,"ARYJSY01187B9B7C65",NA,"Locust Ridge, TN",NA,"1d543e07-d0d2-4834-a8db-d65c50c2a856","Dolly Parton",493,"",0,0,"DOLLY - HEARTSONGS",423558,NA,"SOGTRVF12A8C1363B5","I'm Thinking Tonight Of My Blue Eyes",4727014
"2587","",45589,0.597794859355026,0.418895803913873,"ARGQANQ11F50C4769E",37.87869,"San Francisco Bay Area",-121.94345,"e773e9a3-cadd-41d2-a7e9-4ca097ae5a3f","Y&T",-1,"",0,0,"Yesterday & Today Live",560651,NA,"SOJXBTY12AB0187E55","Mean Streak",6204616
"2588","",12978,0.825192029266989,0.529165902101936,"ARWLV931187B9B0F5A",30.33138,"Jacksonville, FL",-81.6558,"9f94e88e-cb13-48b2-8c3d-6ff1181aca80","Evergreen Terrace",44891,"",0,0,"Almost Home",632757,0.610846628095108,"SOFWBHN12AB0185D25","We're Always Losing Blood",7024347
"2589","",19402,0.490303980373673,0.334415270675361,"ARRPCKN1187FB5BA2F",33.20271,"Naples, TX",-94.68121,"c29fd6f3-56d9-4f3e-bfcd-ad1fea6329a4","Z.Z. Hill",18188,"",0,0,"Second Chance",663521,NA,"SORTZRZ12AB0185C09","It Ain't No Use",7355285
"2590","",19206,0.739454873899643,0.513339195847594,"AREKO1L1187B997EFE",55.70622,"Lund, Sweden",13.1876,"e664d1cd-23ab-48d5-b8fa-e98485daa5be","The Radio Dept",194060,"",0,0,"Are You Scared To Get Happy?",767185,0.604554484920348,"SOJBYZE12AB018EB1E","Mad About the Boy",8494893
"2591","",25,0.813013088934883,0.548533654533921,"ARXDQJB1187FB57154",51.50632,"London, England",-0.12714,"23d9d74d-c95e-46a6-be26-a6075c49747a","Faithless",594,"",0,0,"Live At Alexandra Palace",307773,NA,"SOTFUBR12A8C13E3EC","Mass Destruction",3465472
"2592","",415201,0.535149280993197,0.331365411635668,"AR89GHM1187B9921A3",NA,"",NA,"ccf77704-ef6d-4ac3-82f6-bef464076ed9","Todos",-1,"",0,0,"Cuba en Navidad",658829,NA,"SOSCJED12AB018B692","Los Brillantes Ojos del Angel (sparked Angel Eyes)",7300632
"2593","",367053,0.421792253027616,0.319209720767203,"AR0OEYB1187FB4A81E",53.93063,"Yorkshire, England",-1.20788,"7e92079b-6d93-4c8d-87bd-364c3a5d2bc3","Catherine Howe",-1,"",0,0,"Harry / Silent Mother Nature",495430,0,"SOECCRJ12AB017F089","Where Would You Start? (From Harry)",5485460
"2594","",260652,0.747708669319771,0.520407859726339,"ARSL5SP1187B9A7AE0",34.05349,"Compton, California, USA.",-118.24532,"3a54bffa-2314-44a2-927b-60144119c780","N.W.A.",2761,"",0,0,"Straight Outta Compton (2002 Digital Remaster) (Explicit)",26252,0.238344846829382,"SOWIGGR12A6D4F6CC4","Bonus Beats (2002 Digital Remaster)",283092
"2595","",385087,0.526646054931388,0.352342013006361,"AR05VW21187FB407B4",52.94922,"Nottingham",-1.14392,"72402b72-3c5d-43ee-ba41-5affbdef9bad","Fudge Tunnel",160624,"",0,0,"In A Word",681552,0.464923994180718,"SOEXVLC12AB018AAE6","Gut Rot",7563948
"2596","",144739,0.727030782206353,0.530321954826795,"ARZ33PH1187FB52F58",NA,"",NA,"ddd4c4bc-a4ae-4946-b59c-a86aea7fa4f0","Kat Deluna / Akon",8307,"",0,0,"Push Push",803821,0.736526578090558,"SOKRHQK12AB018CCC0","Push Push",8886905
"2597","",18206,0.670372783799887,0.478985712981294,"ARUMGZN1187FB37125",NA,"London, England",NA,"486af4f0-a79b-468f-be73-527cd4caf6ea","Slick Rick",-1,"",0,0,"The Art Of Storytelling",50686,0.608932946377988,"SOJODUO12A6D4F69CD","Kill Niggaz",530722
"2598","",10653,0.917863905847619,0.908202619208482,"ARKU3Z61187FB51DCA",13.11199,"St Michael, Barbados ",-59.59895,"73e5e69d-3554-40d8-8516-00cb38737a1c","Rihanna",2544,"",0,0,"Good Girl Gone Bad: The Remixes",371487,NA,"SOPDFZR12AB018875F","Breakin' Dishes",4134037
"2599","",330620,0.628560155935895,0.292968170475446,"AREV0ZO1187B997221",32.77815,"Dallas, TX",-96.7954,"de9a6f7e-6cf7-40b5-8cbc-2e354bf890d0","Doyle Bramhall",-1,"",0,0,"Is It News",539725,0,"SOCDRTL12AB017E541","Chateau Strut",5973065
"2600","",21453,0.889460725348195,0.612067268297802,"AR65K7A1187FB4DAA4",NA,"",NA,"183105b5-3e68-4748-9086-2c1c11bf7a3d","Beyoncé feat. Slim Thug",193,"",0,0,"Check On It",440979,0.729515473929636,"SOKXYUW12A8C140229","Check On It",4918696
"2601","",299424,0.496224084847206,0.347249716725108,"ARE08BN1187B98FCA3",NA,"",NA,"9b048a76-b812-431e-8540-79a62bda5727","Der Plan",-1,"",0,0,"Geri Reig Und Normalette Surprise",711626,0.360370582712141,"SOCJLPU12AB01890F6","Was Ich Von Mir Denke",7892829
"2602","",22360,0.480305276275846,0.287731467837425,"ARELA4P1187B991507",31.1689,"Texas",-100.07715,"cb87bb99-3092-4be5-a515-ce8b0699f66f","The Firesign Theatre",-1,"",0,0,"Boom Dot Bust",13411,0,"SODESIY12A6701FD88","We Heart Billville (LP Version)",139821
"2603","",382459,0.46410198199947,0.326516557470631,"AR8GEH21187FB4F83E",14.56298,"Metro Manila",121.02183,"","6CycleMind",145080,"",0,0,"Home",569025,0.212045405483719,"SOKERIO12AB018A550","Across The Universe",6308429
"2604","",71053,0.708368203707397,0.442924543505729,"ARORFTD1187B99F7D4",NA,"台北, Taiwan",NA,"aeba6cc0-8f63-454e-b15b-92195ad4ee6d","Epitaph",-1,"",0,0,"Dancing With Ghosts",538761,0.227975203634604,"SOOVRAK12AB017CB42","Ride The Storm",5965214
"2605","",3815,0.803721934978252,0.627765134777247,"ARB054P1187B9AD32E",37.77916,"San Francisco, California",-122.42005,"1bc6816a-d056-4113-9b0a-6c52e5c31a3c","Santana",1389,"",0,0,"Ultimate Santana",385333,0.648425566225768,"SOWOAZS12A8C14159D","Interplanetary Party",4278936
"2606","",356925,0.4844630440521,0.342537003162671,"AR126G61187B9B88A6",NA,"",NA,"7ede4a5c-b55d-48d4-bf5a-55ced3597ae8","Candy Lo",174198,"",0,0,"Upclose Candy Lo",551104,NA,"SOILLHT12AB0186215","Ma Zui",6092836
"2607","",623985,0.575686501066067,0.382976457967142,"ARBU6D71187B9B5319",30.19145,"Vinton, LA",-93.58068,"039e3952-2f73-49f4-86fe-7aaee4a89a17","Clarence ""Gatemouth"" Brown",85729,"",0,0,"The Man",67219,0.215080318509228,"SOUBPPN12A67AD85BB","Someday My Luck Will Change",701582
"2608","",12476,0.718672349752385,0.45164840732197,"ARA65601187FB57BD9",40.71455,"New York, NY",-74.00712,"1c513fb9-e6b7-4915-b4d3-026681c83065","Roger Sanchez",1358,"",0,0,"Lost",107850,NA,"SOBXHFD12A8C13B1B9","Lost",1114904
"2609","",265953,0.379484458461885,0.297185686643032,"ARE8MZ81187B9AB2A3",NA,"",NA,"e98df13f-cc76-406c-ad54-96c6e1bc1f41","Wendo Kolosoy",-1,"",0,0,"The Very Best of Congolese Rumba : The Kinshasa-Abidjan Sessions (le meilleur de la rumba congolais",567667,0.215080318509228,"SOVFFVM12AB0186705","Marie Marie",6286383
"2610","",54600,0.590659550366266,0.381715678274448,"ARSM2YU1187B99D602",NA,"",NA,"c13863e9-8737-4e63-ab31-f0e3f77c53e7","Jaci Velasquez",4004,"",0,0,"Love Out Loud",242080,0.254481292484493,"SOJHYOF12A8C131DDE","Nothing But Sky [Outro] (Album Version)",2640059
"2611","",350682,0.375195664321879,0.355707867004218,"ARN1J741187B99EFB9",38.8962,"Auburn, CA",-121.07887,"55dad938-165b-45a9-b518-445ad89b5c96","Cross Country",-1,"",0,0,"Cross Country",473726,0.405115721691386,"SOJCXNZ12A8C143C36","In The Midnight Hour",5262428
"2612","",22146,0.596961478015088,0.392272618424647,"ARE0OI31187FB3DCA2",NA,"",NA,"bd872e2f-3dce-4932-b8dc-91cf949cfbb5","Leningrad Cowboys",-1,"",0,0,"Go space",642781,0.41373983586011,"SOEPMHW12AB018859A","Ulan Bator Girls",7127463
"2613","",33335,0.852699664161011,0.661349364282216,"AR4EQ231187B99368F",39.74001,"Denver, CO",-104.99226,"2ddd167f-5b8a-4372-b350-6ad50493bac0","The Fray",2793,"",0,0,"NOW That's What I Call Music_ Vol. 31",569195,0.39989954774199,"SOKYJYU12AB0186429","You Found Me",6310631
"2614","",218883,0.42960301672958,0.370441154738942,"AR4B1LP1187FB55C83",NA,"",NA,"c77272a6-7db3-49ec-8cbb-5da16b59966c","Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos",-1,"",0,0,"Gluck: Orfée et Euridice",774717,NA,"SOITNRQ12AB01884D3","Vos plaintes_ vos regrets_ augmentent mon supplice",8573042
"2615","",75431,0.564979474325773,0,"ARQMTJR1187FB42BB5",32.58507,"Mississippi Gulf Coast",-89.87374,"7f935140-6352-4643-b915-9cc131431a9f","Mr Brown",74682,"",0,0,"Liar Liar",161949,NA,"SOWAXWW12A8C139F60","The Roof Song",1715511
"2616","",8583,0.574300068277326,0.375593582585173,"ARTDUXM1187B9899ED",32.33112,"Edwards, MS",-90.60536,"c71b4f57-29da-4bf2-bccb-9dc81cd2d905","Charley Patton",17678,"",0,0,"Charley Patton Vol. 1 (1929)",190889,NA,"SONDPLZ12A8C13270C","Mississippi Boweavil Blues",2074930
"2617","",169,0.825805386192491,0.661382924338024,"ARH3S5S1187FB4F76B",NA,"London, England",NA,"9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6","Nirvana",188210,"",0,0,"From The Muddy Banks Of The Wishkah",14329,NA,"SOFIORO12A6701E97A","Aneurysm",148352
"2618","",239373,0.274432947905035,0.26622953991264,"ARMBDNQ1187FB3F3EC",46.97933,"Kamenetz-Podolsk, Moldavia",28.39131,"0699d65f-fe02-47b6-9a7b-3439025cf281","Arthur Tracy",176584,"",0,0,"Street Singer",564601,NA,"SOIJNPP12AB0186036","So Do I",6249403
"2619","",82130,0.539009529710232,0.43378066912792,"ARIPNAN1187FB3E577",NA,"Amsterdam, The Netherlands",NA,"285e8d57-662b-4aa3-b2f9-74e0f4b40d08","Pete Philly & Perquisite",-1,"",0,0,"Mystery Repeats - The Live Edition",351106,0,"SORJLST12AB017F540","Eager (Live)",3924403
"2620","",1480,0.790367908793505,0.615454461553556,"ARIPLUN1187B99B9F9",NA,"London, England",NA,"9e0e2b01-41db-4008-bd8b-988977d6019a","The Police",-1,"",0,0,"Certifiable",332466,NA,"SOAVAUP12AB0181301","King Of Pain",3727170
"2621","",12826,0.696450939341622,0.489149816627791,"AR261YW1187FB374B3",NA,"GERMANY",NA,"a00df488-9c2c-494a-a46c-840cb153302a","Warrant",3079,"",0,0,"Dirty Rotten Filthy Stinking Rich",391348,NA,"SOQZDKB12A58A78F4A","All Night Long",4346125
"2622","",142674,0.546088317294779,0.373911384260835,"ARFCDY01187FB57933",NA,"",NA,"ca9c6f09-5f81-48bf-908e-2594089724cf","Manjul",-1,"",0,0,"Faso Kanou",425081,0.304169503435275,"SONIUGT12A8C1403F3","Any Wich Way (Freedom Must Come)",4744553
"2623","",66187,0.569359905962285,0.352870871463403,"ARIQ7ZV1187B9916C6",51.50632,"London, England",-0.12714,"375d23d9-d767-4a8e-bd0c-9fae1e26e51e","Loop Guru",193169,"",0,0,"Loopus Interruptus (Forgotten Treasures & Lost Artifacts)",81625,0,"SODPLFO12A58A79F84","The Mystery Epoch",863254
"2624","",58476,0.474829406893267,0.296955681799776,"ARV21JS1187B99E516",40.73197,"Newark, NJ",-74.17418,"0b696251-6f12-42e1-9302-926581ea5e08","Jerry Lewis",108212,"",0,0,"Very Best Of",210460,NA,"SOAOJRS12A8C13C698","Shine On Your Shoes",2287311
"2625","",35233,0.615504102641556,0.439836358887594,"AR02YGA1187B9B8AC4",-34.60852,"Buenos Aires",-58.37354,"e90428f4-29ef-47b4-a081-75e415f51037","Bersuit Vergarabat",-1,"",0,0,"De La Cabeza Con Bersuit Vergarabat",508635,NA,"SOBVPQV12AB018353C","Se Viene",5625655
"2626","",54973,0.687619666234589,0.417068912495152,"ARXK4YK1187FB4D0C4",51.50632,"London, England",-0.12714,"5483e1c0-14ca-4ec4-9b03-c4e987420e4e","Dub Pistols feat. TK & JMS",-1,"",0,0,"Open",112016,NA,"SOHWAHE12A8C13DDD1","Open (Koobas Koobatronmix)",1157935
"2627","",7561,0.71037481269074,0.505883168683697,"ARCNOK81187B98CA3F",NA,"Kingston, Jamaica",NA,"9f525d0b-3911-4c83-b0d1-e90aa1fd2d14","Buju Banton",6979,"",0,0,"Friends For Life",773380,NA,"SOQACBY12AB0187937","Excerpt Of A Speech By Marcus Mosiah Garvey",8559834
"2628","",14045,0.640807101963673,0.418216518194937,"ARAJPHH1187FB5566A",40.7038,"Queens, NY",-73.83168,"91d01e5f-252d-469d-a16a-12c613e48e5d","The Shangri-Las",2995,"",0,0,"Best of The Shangri-Las",643400,0.443291311905398,"SOYTPEP12AB0180E7B","Twist and Shout",7133415
"2629","",242273,0.550513697848214,0.422705641029391,"ARNTLGG11E2835DDB9",NA,"",NA,"4d96f7d0-2f0e-4e92-ba70-a405f96f8cec","Clp",-1,"",0,0,"Strictly Confidential",672016,NA,"SOZQDIU12A58A7BCF6","Superconfidential",7448953
"2630","",28882,0.396455253917296,0.299230367929369,"ARH4Z031187B9A71F2",40.73197,"Newark, NJ",-74.17418,"8f2974e0-3647-48f6-86f8-603a2c5f31ae","Faye Adams",70806,"",0,0,"Shake A Hand",373723,0,"SOVYKGO12AB0187199","Crazy Mixed Up World",5660441
"2631","",69720,0.67742046522623,0.378254685510167,"AR5KOSW1187FB35FF4",49.80388,"Dubai UAE",15.47491,"d3cc4c24-1b5b-4d71-bcc9-1940e0e3e9d3","Elena",34776,"",0,0,"Un cafe_ setanta matins",386995,0.313562114247934,"SOZCTXZ12AB0182364","Setanta matins",4292004
"2632","",36525,0.435415818155069,0.306242264246286,"AR47JEX1187B995D81",37.83721,"Nevada, MO",-94.35868,"7994b392-4b14-4b06-b591-fd8b0ad65338","SUE THOMPSON",-1,"",0,0,"Sue Thompson - Her Very Best",652784,0.495293621292163,"SOBLGCN12AB0183212","James (Hold The Ladder Steady)",7232396
"2633","",15815,0.588827100501806,0.379671124749867,"AROUOZZ1187B9ABE51",40.79195,"New York, NY [Spanish Harlem]",-73.94512,"dadec058-023e-498a-b1c7-776d03cc88ce","Willie Bobo",-1,"",0,0,"Willie Bobo's Finest Hour",59744,NA,"SOBZBAZ12A6D4F8742","Spanish Grease",618725
"2634","",107468,0.501544777103937,0.392733675546688,"ARGUVEV1187B98BA17",NA,"",NA,"017f5df4-c30c-4799-95f7-997bd5b88df7","Sierra Maestra",185183,"",0,0,"Tibiri Tabara",270281,NA,"SOGOSOV12AF72A285E","¿Dónde va Chichi?",3003122
"2635","",9222,0.793605080371242,0.42631795640769,"AREBBGV1187FB523D2",NA,"Houston, TX",NA,"7685015d-bd3b-4888-9020-3288c421cc9f","Mike Jones (Featuring CJ_ Mello & Lil' Bran)",2567,"",0,0,"Who Is Mike Jones?",12882,NA,"SOOLYAZ12A6701F4A6","Laws Patrolling (Album Version)",133966
"2636","",14773,0.60906370003105,0.363651365059117,"ARGIWFO1187B9B55B7",NA,"",NA,"34f4bdc2-ed51-44da-af51-7e507d9d4721","Five Bolt Main",-1,"",0,0,"Live",45730,0.375984301500442,"SOPSWQW12A6D4F8781","Made Like This (Live)",488005
"2637","",82239,0.839962768151037,0.541888972033647,"ARMAC4T1187FB3FA4C",40.82624,"Morris Plains, NJ",-74.47995,"1bc41dff-5397-4c53-bb50-469d2c277197","The Dillinger Escape Plan",11414,"",0,0,"Miss Machine",223365,0.666527846229702,"SOBBUGU12A8C13E95D","Setting Fire to Sleeping Giants",2439720
"2638","",9947,0.706827671304458,0.416173064626677,"ARB29H41187B98F0EF",41.88415,"Chicago",-87.63241,"44fd61e1-119c-479e-8301-8ac5c77148bf","Terry Callier",43725,"",0,0,"Occasional Rain",228326,0.41373983586011,"SOGNCJP12A58A80271","Do You Finally Need A Friend",2503960
"2639","",14504,0.45979712883761,0.349912611674563,"ARDNS031187B9924F0",32.67828,"Georgia",-83.22295,"e29641cc-3658-4886-89d7-3a146d2d3d75","Tim Wilson",7570,"",0,0,"The Real Twang Thang",160881,NA,"SONYPOM12A8C13B2D7","I Think My Wife Is Running Around On Me (Taco Hell)",1699837
"2640","",343187,0.560557983903815,0.452789476752223,"AR1Y2PT1187FB5B9CE",27.94017,"Brandon",-82.32547,"84f3a2c3-95b4-4d4f-82d9-0e4baf4886ab","John Wesley",-1,"",0,0,"The Emperor Falls",463514,0.377531644976702,"SOLLHMX12AB01846DC","The Emperor Falls",5158927
"2641","",16838,0.523714636970233,0.384611083961637,"AR0RCMP1187FB3F427",30.08615,"Beaumont, TX",-94.10158,"615d51ca-3d06-43dc-b956-4d76099f4b5e","Billie Jo Spears",56462,"",0,0,"20 Of Her Best",663761,0,"SOGXHEG12AB018653E","It Makes No Difference Now",7357260
"2642","",4695,0.573605491317041,0.372251207930065,"AR11NP91187B9901B4",NA,"New York City",NA,"4ee9f5ed-5f20-41a7-b467-72c79549a67d","The Roches",-1,"",0,0,"Can We Go Home Now",46647,0.26586104921065,"SOCRHCQ12A58A7C8C6","Christlike Roche",498504
"2643","",257551,0.406187449275063,0.273453727252786,"ARIOSKN1257509BCE1",NA,"",NA,"fd3dcf38-ac5a-44eb-b8dc-01846f415adc","Cama",-1,"",0,0,"In this Life",329135,NA,"SOBUWPY12A8C1446C0","In This Life",3700216
"2644","",609868,0.491921880770831,0.345809443184116,"ARIU0MA1187B98D36F",NA,"",NA,"52eb3638-630e-4860-a275-ad205728d7ed","Dharma Bums",-1,"",0,0,"DUMB: 4-track cassette recordings (1987)",818344,NA,"SOOPUTF12AB018DFAA","Simon's Folly",9041091
"2645","",11661,0.703349440411615,0.498395338349774,"ARQOC971187B9910FA",42.73383,"Lansing, MI",-84.59334,"28f93e8a-43fa-4cfb-aea5-11252ff937ab","The Verve Pipe",3093,"",0,0,"Underneath",293668,0.466304830757286,"SOOGNJP12A8C1381AD","Medicate Myself",3299591
"2646","",31632,0.66264969533732,0.363177860659134,"ARV1P811187FB3CFC6",NA,"",NA,"f025c4b8-3910-4ca6-8812-1dd2f163316e","Jupiter Rising",-1,"",0,0,"Electropop",128198,0.215080318509228,"SOGMXBW12A6D4FB8D7","They Say (Album)",1323612
"2647","",507172,0.425627240030423,0,"ARWXHRS1241B9C7A1E",NA,"",NA,"","Thomas Battenstein",-1,"",0,0,"Wintertime",683402,NA,"SOMXWXQ12AC3DFA002","Sympathy",7586578
"2648","",5156,0.594779903502936,0.318902077868795,"ARB4D891187B9954F7",NA,"",NA,"2c72d47a-3cae-41de-83a3-b4a594b97823","Saafir",-1,"",0,0,"The Hit List",762520,NA,"SOFDTRZ12AB018DD11","Crawl Before You Ball (Album Version)",8441506
"2649","",51871,0.505644261572307,0.351210536532264,"AROI96Z1187B9A5304",NA,"",NA,"a6f57754-4cdf-4661-8a4d-683dd0389c78","Mish Mash",4011,"",0,0,"Mish Mash_ Le Blues European: Musique Slave Et Klezmer",199953,NA,"SODBMZD12A8C134232","Kolomeyke",2176183
"2650","",173970,0.555985052698992,0.326848818025751,"ARBZAIL1187FB5B1C8",42.31256,"Boston, MA",-71.08868,"90e17526-597c-4d91-b47f-40a85be1860a","Bob Margolin",-1,"",0,0,"In North Carolina",547104,0.233796474241799,"SOSEJIQ12AB017E7EB","You Rascal You",6049137
"2651","",177996,0.625443262043877,0.431526919214813,"ARSE6YI1187B9B9CD2",30.2676,"Austin",-97.74298,"9e082466-2390-40d1-891e-4803531f43fd","James Hunter",-1,"",0,0,"A Tribute to The American Horse",735425,NA,"SOPWKSS12AC468E659","Cowboy Ways",8148155
"2652","",17871,0.498663648577897,0.321882689945676,"AR6C8EJ1187FB3F473",NA," Ubá, Minas Gerais",NA,"5c70dd66-e717-4ce3-8940-9a530f492383","Nelson Ned",66900,"",0,0,"Mis Momentos",158078,NA,"SOCCQIQ12A8C13C76B","Brasas Vivas",1665442
"2653","",11737,0.434272037449513,0.301502461858429,"AR19SOA1187B98F6E6",40.71455,"New York",-74.00712,"31dc0d7a-14f1-4b3e-8e73-a63d7e015dc6","Bob Neuwirth",41096,"",0,0,"99 Monkeys",117983,0.480610618387753,"SOFUBCP12A8C13D5EF","Biding Her Time",1213907
"2654","",7148,0.661001337101145,0.446890726549313,"ARI0PUX1187FB3F215",54.31392,"Great Britain / UK",-2.23218,"fc6548d9-cc7e-4311-bd6c-6eba9c0cd06f","Maxi Priest",61410,"",0,0,"Best Of Maxi Priest",276924,0.345802233965329,"SORWXUP12A58A79E65","Groovin' In The Midnight",3086493
"2655","",4884,0.733714696487325,0.459665456728277,"ARTDBI61187FB48479",42.99671,"Grand Rapids, MI",-85.59012,"a2bff7aa-390e-4412-9a0b-c18526fc233a","Marvin Sapp",5736,"",0,0,"Nothing Else Matters",6949,0.265683379710231,"SOVZBDR12A6702012E","More And More  (LP Version)",70495
"2656","",7487,0.792255589731717,0.566971566218583,"ARDF8K01187FB37200",NA,"Sydney, Australia",NA,"f0c8f75f-8736-4b1d-b312-9349fcff321d","Wolfmother",-1,"",0,0,"White Feather",722546,NA,"SOCHXAE12AF72A25D6","White Feather",8009167
"2657","",171024,0.652367864188086,0.437964733141792,"ARVEJ9M1187FB4DC44",NA,"",NA,"a9a7819b-8c6a-4b9a-a3e9-cad0471963df","Les Ogres De Barback",-1,"",0,0,"Irfan_ le héros",421962,0.394394856100583,"SOBQBWP12AB018611B","Niev nietch nievitch",4703082
"2658","",50205,0.567278871182682,0.405178358907612,"AREOGMA1187B9908EF",37.77916,"San Francisco, CA",-122.42005,"d13d9feb-b7c7-49f4-9b72-65e29a16aa24","Hot Tuna",14246,"",0,0,"Final Vinyl",372122,NA,"SOOGQWR12A8C142505","Candy Man",4141634
"2659","",11367,0.624723767578553,0.403509673363085,"ARCZ20M1187FB49687",32.77942,"Goodwill, LA",-91.56123,"810af667-6a1f-40df-87a9-27f726cba4f3","Tony Joe White",20062,"",0,0,"Homemade Ice-Cream",138320,0.374796837021405,"SORXUZZ12A8AE4798A","I Want Love (Tween You & Me) (Album Version)",1435942
"2660","",2183,0.614870933919939,0.628246419191487,"ARF3GX71187FB3EB66",NA,"Medicine Lodge, KS",NA,"b0a55bd8-60c7-45c1-b78e-f20e4c8adba1","Martina McBride",7085,"",0,0,"Timeless",307618,0.488289876037345,"SOGQTRZ12A8C13C8B0","I Can't Stop Loving You",3464362
"2661","",4269,0.657406765298449,0.42247242324322,"ARTB5PP1187FB523B7",41.88415,"Chicago, IL",-87.63241,"3f6ae36d-ffdb-40cf-98e6-8023cb1c41c9","Donny Hathaway",-1,"",0,0,"Donny Hathaway",266932,0.617365617571782,"SOYZOXW12A8C13E195","Little Girl (LP Version)",2930653
"2662","",144425,0.432386477297788,0.284047409900875,"AR4ABL21187FB3913A",40.99471,"Pennsylvania",-77.60454,"c51fafd3-08cb-4085-ad2c-d1fb53d0d6df","Richard Burton",13700,"",0,0,"Fifteen Poems By Dylan Thomas",577023,0,"SOJDYQY12AB0188C97","I See The Boys Of Summer",6406022
"2663","",53100,0.513829587299176,0.343185045272571,"AR8YV1I1187FB45D2B",40.71455,"New York, NY",-74.00712,"1e9aa4bd-9689-4535-9665-7f661d63d1c8","Rory Block",40123,"",0,0,"The Early Tapes 1975-1976",572855,0,"SOBHQUF12AB018B03E","Three Is a Crowd",6349010
"2664","",59262,0.543866302472729,0.393215103786692,"ARUT16P1187FB532A4",33.39847,"Greenville, MS",-91.03786,"c48ab37a-e9ee-491c-b370-e4cb8061ebb7","Tyrone Davis",13176,"",0,0,"Call Tyrone",599659,NA,"SOWRLSY12AC4687694","Cheatin' In The Next Room",6654204
"2665","",372116,0.342440144331621,0.281284215549298,"ARTHEAP122BCFCD0B2",NA,"",NA,"e40f8007-07cd-439f-b3cf-27104f146420","DJ X-Change featuring DJ Joey A",-1,"",0,0,"What up Detroit",502384,NA,"SODULLV12AB017FA09","Come Over",5562001
"2666","",391974,0.494681416996428,0.384146444304895,"ARYWCFZ11E2835CFDD",NA,"",NA,"","Nazz",-1,"",0,0,"13th And Pine",534470,NA,"SOYPBCY12AB0181EF3","How Can You Call That Beautiful (Stewkey Vocal)",5909826
"2667","",7911,0.626436381751562,0.374271173856405,"AR3PN3R1187FB4CEBD",18.01571,"Kingston, Jamaica",-76.79731,"2027b08d-45b1-4fb5-aa6d-f6ccc4db78e5","Horace Andy",8567,"",0,0,"Feel Good All Over: Anthology 1970-1976",784530,NA,"SOBHVZQ12AC9618285","Thank You Lord",8679507
"2668","",1566,0.790922847956092,0.60118494179409,"ARR9XGB1187B9912E6",NA,"Philadelphia, PA",NA,"b42eca0f-9381-43db-badb-1cba080a7dc2","Boyz II Men",2800,"",0,0,"Legacy",523481,0.345802233965329,"SOFRAZJ12A8C143CDB","On Bended Knee",5784762
"2669","",72396,0.458712089760337,0.335101424872083,"ARXFQDY1187B9AAF1E",NA,"",NA,"f0226ffb-5d61-43f7-b77f-59131f89fba0","Miguel Gallardo",15333,"",0,0,"Canciones De Amor De Miguel Gallardo",514801,NA,"SOSGJTX12AB0181F7C","Eternamente Amame",5700867
"2670","",194799,0.498259309879011,0.334065789838001,"ARQESNI1187FB511EE",38.8991,"Washington DC",-77.029,"ebed155f-bc93-4bf4-afa5-3f847800afd8","Morel",-1,"",0,0,"Peterbilt Angel",254792,NA,"SOYAGJM12A8C13DCCE","Blue Taxi",2942130
"2671","",166795,0.454668190473251,0,"ARBKUS51187B98A3AC",35.4948,"Dayton, TN",-85.01235,"05fea46b-abf9-4ec0-a8b8-eb2d4645a15c","Howard Armstrong",-1,"",0,0,"Louie Bluie Film Soundtrack",219943,0.333554807276449,"SONNDHT12A8C13F20B","My Four Reasons",2400403
"2672","",22836,0.138187610118517,0.31781095981227,"ARL6XZC1187FB3936E",NA,"",NA,"8b49d89a-cd3d-4766-aebb-0a5e1dd2d7a5","Solistiyhtye Suomi",-1,"",0,0,"20 Suosikkia / Rilluttele yö",217058,NA,"SOGYYLE12A8C13E5EA","Teräslintu",2363661
"2673","",440130,0.483339421556499,0.27756173775343,"ARSVI4L1187B996181",NA,"",NA,"9a205da7-8d02-4214-bce9-744208d09b37","Citizen Kaned",-1,"",0,0,"Tip World Singles 2000",710902,NA,"SOCRPDR12AB0185B75","President Johnson",7884742
"2674","",7184,0.495559651514068,0.349192217616459,"AR3WMW01187B9921F7",NA,"",NA,"6ee0eaaf-3f61-4a8e-abc5-ba7e371e01c1","Schizoid",-1,"",0,0,"Grim Prospects Remixes - Grim Prospects Will Never End",475992,NA,"SOTWEZZ12A8C142B60","Grim Prospects (Gross Prospects - Bad Trip Remix)",5285106
