"","analysis_sample_rate","audio_md5","danceability","duration","end_of_fade_in","energy","idx_bars_confidence","idx_bars_start","idx_beats_confidence","idx_beats_start","idx_sections_confidence","idx_sections_start","idx_segments_confidence","idx_segments_loudness_max","idx_segments_loudness_max_time","idx_segments_loudness_start","idx_segments_pitches","idx_segments_start","idx_segments_timbre","idx_tatums_confidence","idx_tatums_start","key","key_confidence","loudness","mode","mode_confidence","start_of_fade_out","tempo","time_signature","time_signature_confidence","track_id"
"1817",22050,"833bf44c49752d8cfa34feee37c517d1",0,684.79955,2.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.365,-12.114,1,0.441,663.841,125.147,3,1,"TRAMOGP128F933CE78"
"1818",22050,"1f567b3e3cf67ef36277641f95bc6210",0,103.52281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.691,-7.403,1,0.555,91.696,107.002,4,0.518,"TRAMOLS128F92F99E3"
"1819",22050,"e2845a1ef5e466aec3e3fc24d4221f41",0,345.96526,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.395,-7.908,1,0.532,334.588,129.146,4,0,"TRAMOGF128F428C9F3"
"1820",22050,"f750b2f40fc2cc2771e49b18f64c141e",0,198.73914,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.71,-18.75,1,0.674,198.739,165.903,5,0.749,"TRAMOON128F92CB142"
"1821",22050,"c7d7269242df295c9424cb7c007cc86d",0,246.93506,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-11.253,1,0.62,239.409,115.938,3,0.733,"TRAMOPU128E07888FD"
"1822",22050,"d9cf288f49b466e1a7f1d7eb10d7a916",0,239.80363,23.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,-13.248,0,0.259,235.822,165.252,4,0.877,"TRAMOUF128F9353A1B"
"1823",22050,"11e0a049378e8f52bb65855e2ab432e4",0,180.92363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.816,-9.324,1,0.714,171.491,86.249,4,0.701,"TRAMOZP128F425B7BC"
"1824",22050,"1f295c90772fa77dd2a19c4c260fa156",0,264.12363,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.62,-6.112,1,0.661,257.451,139.243,5,1,"TRAMOKE128F4267302"
"1825",22050,"1ad7fbffffe76f23c3dfedbaf36e83d9",0,225.33179,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612,-11.06,1,0.592,213.415,86.794,4,0.07,"TRAMOYG128F146B4DD"
"1826",22050,"3b8e522c00f0254c2fd6dd0f49d81eac",0,170.47465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142,-12.361,0,0.236,166.522,117.726,4,0.852,"TRAMOKN128F9348196"
"1827",22050,"ccf0430bd40070e95e01fdac9dd39d6c",0,172.87791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.703,-5.935,1,0.612,164.095,98.173,3,0.74,"TRAMOGA12903CB4421"
"1828",22050,"f551e9f63c1f856be6459493060011bb",0,161.85424,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.057,-4.665,1,0.373,149.537,130.862,7,1,"TRAMMAF128F93051B0"
"1829",22050,"7faaf7bdfa408938896a25d4294eb6bc",0,185.44281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.449,-8.353,1,0.296,176.536,123.713,4,0.054,"TRAMMCH128F4241EBD"
"1830",22050,"61ebc95c6aac35655644ce6aaa623a85",0,249.23383,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.356,-7.622,1,0.557,241.412,215.595,3,0.165,"TRAMMTQ12903CA4FE7"
"1831",22050,"d2f649c88af05e3730a98f600592fb30",0,152.68526,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.252,-4.048,1,0.082,152.685,162.727,4,0.336,"TRAMMQW128F42621E1"
"1832",22050,"b7162879887328f1bf5c773240c020d1",0,199.18322,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.498,-14.497,0,0.476,196.406,98.128,4,1,"TRAMMVU128F9343E9B"
"1833",22050,"626d1cec1a3ac19384254150ef23f1f8",0,287.50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.945,-6.748,1,0.574,253.376,85.964,4,0.845,"TRAMMDM128F425EAA9"
"1834",22050,"2e97daf4d1d6e40a0b933ac6b7e08928",0,328.72444,3.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.192,-17.428,0,0.272,300.327,88.928,4,0.685,"TRAMMDO128E0781A5D"
"1835",22050,"3aae3843ad33b9dc0a52c5dc9dac10ba",0,56.71138,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.467,-25.063,0,0.469,53.087,47.421,1,0,"TRAMMTK128F4279CD2"
"1836",22050,"b967ea10bae3857d6841798ee0dcca65",0,201.79546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.652,-28.197,1,0.564,191.269,106.798,1,0.086,"TRAMMFP12903CB59C2"
"1837",22050,"4bc2a2a83d3a1a305f17c5f4f9582c02",0,315.48036,2.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.169,-11.105,0,0.308,303.705,200.42,1,0.157,"TRAMRWS128F14985A2"
"1838",22050,"b954dc79af152ad23cf0d8550f26955d",0,177.94567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.713,-5.076,0,0.571,177.946,160.03,4,0.635,"TRAMRXM128F92F46D7"
"1839",22050,"b1dade6befda5809dad13727a2a7f4b7",0,233.76934,1.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,-7.027,0,0.957,217.948,133.29,4,0,"TRAMRKN128F424E9B2"
"1840",22050,"f914741e182b2dfceedeface73583ea4",0,346.22649,2.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.634,-13.262,0,0.586,322.74,118.933,4,1,"TRAMRBW12903CA654C"
"1841",22050,"28d490e4322a2c0d7a6fd2cfaec11102",0,182.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.384,-4.8,1,0.467,174.022,150.276,4,0.719,"TRAMRFE128F4267DF3"
"1842",22050,"369fbd22aeac0e6a34528fafee188b19",0,180.76689,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.866,-16.183,1,0.851,173.082,130.588,1,0,"TRAMRXD12903CE8BB1"
"1843",22050,"1fd93eac7a4ec26c4993314d00927043",0,193.93261,5.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.911,-9.627,1,0.714,191.617,127.719,3,0.644,"TRAMRZO12903CA82FB"
"1844",22050,"1a5d17e5d9bb1c6e50fed3f2faab2d5a",0,103.41832,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.32,-5.898,1,0.479,99.312,86.409,1,0,"TRAMRVN128F92F543E"
"1845",22050,"723f568a4c543c557ff4ae5e827052a6",0,224.91383,2.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.711,-7.055,1,0.628,215.522,165.754,4,0,"TRAMRQS12903D0FD39"
"1846",22050,"35e53a380df91b0e8febe121dbd22d78",0,255.21587,7.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.915,-28.536,1,0.405,237.047,126.07,4,0.787,"TRAMROF128F428ED37"
"1847",22050,"0861a6fa56b3567ac2794f3a3797db03",0,162.16771,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.168,-11.685,1,0.349,148.799,109.509,4,0,"TRAMYQN128F4282647"
"1848",22050,"0792efe364f82530e57f1dc0d7a1876f",0,293.8771,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.443,-8.85,1,0.346,293.877,167.156,1,0,"TRAMYRB128F426234C"
"1849",22050,"b42eb84decab644cb7ff57e49900063b",0,373.75955,4.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.306,-4.198,1,0.466,365.157,146.999,4,0.561,"TRAMYEF128F934F2D0"
"1850",22050,"7fa86d7e97be2620fc9db51731d3871d",0,238.21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.545,-5.066,1,0.545,225.338,84.971,4,0.9,"TRAMYZP128F4296A16"
"1851",22050,"d9a0e7b97f60a02fe0bde83042a245ae",0,192.20853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.472,-7.008,0,0.522,185.359,148.735,4,0.127,"TRAMYUZ128F4246FAC"
"1852",22050,"031728b5e9dec54dc878fb550d40fd98",0,16.40444,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.015,-34.162,1,0.349,16.404,30.553,1,0,"TRAMYEC128F4279CA7"
"1853",22050,"4a8847724a81f3505772f551e36fc898",0,265.92608,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.917,-14.612,1,0.863,258.978,116.629,1,0,"TRAMYHK128F9348112"
"1854",22050,"2f1835acad84b0cdbc40041cf0e6cc68",0,228.15302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,-4.671,1,0.12,225.802,113.978,4,1,"TRAMAHA12903CBF34E"
"1855",22050,"84d57198b2c7ce7e71b8eeb71680fdda",0,218.56608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.656,-12.941,1,0.597,200.632,162.394,4,0,"TRAMAKK128F9301EE4"
"1856",22050,"dc2ca01fc1b3a9b34c5cd06927ca8156",0,274.80771,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.681,-10.688,1,0.728,268.33,91.919,3,0.643,"TRAMAEP128F147949B"
"1857",22050,"8f4a82b43c05cfe5ca4f85e71d7b8864",0,193.20118,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.388,-17.85,1,0.2,189.666,139.866,1,0,"TRAMAYD128F426DDBD"
"1858",22050,"deaf32e8cf94f352a6e9433ebb22fcd4",0,279.71873,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.741,-5.071,1,0.543,274.286,147.998,4,0.168,"TRAMARM128E0796A50"
"1859",22050,"4ea35cfa9ae837342dc67146dd1d87ff",0,217.05098,0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.2,-14.363,1,0.28,206.013,160.043,4,0,"TRAMAAZ12903CE885E"
"1860",22050,"75883b46afeb8ad13c2dd79a7661d5bc",0,186.53995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-15.732,0,0.003,186.54,82.653,3,0.559,"TRAMBWQ12903CBE46F"
"1861",22050,"a96657c83561830b0b3ef94d220f370d",0,278.25587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.162,-3.201,0,0.307,278.256,125.523,4,0.879,"TRAMBER128F9311148"
"1862",22050,"638c9329e5a21d8ed9866555aa290752",0,216.65914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.142,-12.274,0,0.532,205.74,102.176,4,0.783,"TRAMBLO128F4287D24"
"1863",22050,"13f4895d6eede669da8ce60512478f32",0,175.25506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.178,-2.255,0,0.394,163.811,110.134,1,0,"TRAMBBV128F9337714"
"1864",22050,"0106c4576c66219c6eb63441b79b88f3",0,133.45914,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.485,-6.097,0,0.448,124.035,144.717,4,0,"TRAMBYY12903CD7379"
"1865",22050,"0d8787a3cbb239395d010ef99ae31a3b",0,342.36036,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.216,-3.16,1,0.09,335.888,93.513,4,0.57,"TRAMBNF128F426FBB6"
"1866",22050,"3e898bfe7a9804259e4dbcb3d7ff1b0b",0,269.84444,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.376,-12.685,1,0.411,255.199,129.761,1,0,"TRAMBPW128F9337F71"
"1867",22050,"dcc5c28e40466f1875ccad3b1abf7f8b",0,287.03302,2.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.701,-9.006,1,0.619,274.471,151.215,3,1,"TRAMBEV128F424C478"
"1868",22050,"d8b6f401a5c5187629dfecc08e7fa374",0,151.92771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.821,-15.508,1,0.738,138.966,92.065,1,0,"TRAMBRB128F931E683"
"1869",22050,"5722223454c8011602498cfedf452067",0,210.70322,0.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.519,-12.22,0,0.625,207.128,111.379,4,0.984,"TRAMBTK128F42390A4"
"1870",22050,"2911dc6daa58368a5e0abee4e6ae3e8f",0,225.4624,3.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.011,-12.585,1,0.348,207.946,128.171,4,0.51,"TRAMBHU128F425A620"
"1871",22050,"a3e184dfb401792cf26fcce50c99d8ee",0,231.57506,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.156,-8.071,1,0.381,220.235,139.066,4,1,"TRAMBVP128F424DD31"
"1872",22050,"2e44a70fb7dd880cbb839927618fef36",0,197.04118,1.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.732,-14.03,1,0.524,187.954,154.475,1,0,"TRAMBAG128F427D469"
"1873",22050,"b7d0e7358ff313d4036bf6bb05f588f0",0,181.28934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.217,-4.186,1,0.357,181.289,105.393,4,0.906,"TRAMBFD128EF34B848"
"1874",22050,"b11cafa9ed9b1f07441227f04af5a0e6",0,283.37587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.601,-5.415,0,0.454,271.714,204.791,7,0.552,"TRAMBRA128F92D257A"
"1875",22050,"34760b126b1546446e1a88038c904656",0,300.72118,3.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-7.397,0,0.308,278.094,135.895,3,0.97,"TRAMBEY128F42408F1"
"1876",22050,"21df726b009e1501e90748ff3a5c26fa",0,133.95546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,-6.013,1,0.349,128.377,95.971,4,0.637,"TRAMNVF128F92E6392"
"1877",22050,"763f2a3fe0d62932b1c2db42c3666e47",0,336.43057,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.579,-7,1,0.608,334.251,104.171,4,1,"TRAMNFT128F9316759"
"1878",22050,"21c4b62cdfde5697b75a035b47c4e852",0,109.03465,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,-17.471,1,0.522,98.511,108.718,4,0.609,"TRAMNPV128F932AC6D"
"1879",22050,"37265d988b8565d323362a9b45348a75",0,496.06485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.668,-6.466,1,0.768,486.243,138.012,4,0,"TRAMNIE128F92ECFDD"
"1880",22050,"8d5898f24d58de8f191aa223d4bd6fe2",0,210.85995,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.422,-6.676,0,0.568,205.247,112.795,4,0.381,"TRAMNJB128F92EFDC7"
"1881",22050,"ebeeac70e9b1a67edc6e172901663a12",0,211.30404,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.004,-5.108,1,0.231,201.015,86.979,4,0.82,"TRAMNQJ128F1456E04"
"1882",22050,"9e4972a3207bedd0219c848b69210eaa",0,173.322,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.385,-7.933,0,0.485,163.985,127.373,4,0,"TRAMNAO128F92FACF2"
"1883",22050,"b7b1b5ed4c63c4df4fb7d67a53359089",0,205.84444,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.779,-11.54,1,0.888,191.321,131.724,4,0,"TRAMNDH128F425C33D"
"1884",22050,"2633656039257b36357fbaacc55c80f7",0,160.7571,0.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.523,-7.667,1,0.503,153.136,111.802,3,1,"TRAMNVF128F92DE562"
"1885",22050,"45ffb7a84fbdccf6206d5a662a15362d",0,171.78077,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.671,-7.517,1,0.705,165.291,120.026,4,0.55,"TRAMNUT128F14B07A9"
"1886",22050,"f80befdca699520577ee7e556acf407c",0,346.25261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.72,-7.523,1,0.718,321.596,134.909,3,0.817,"TRAMNUL128F92DFD82"
"1887",22050,"f199c0ca6df54138c150be428cc6b17c",0,237.08689,5.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.006,-13.846,0,0.411,230.359,136.964,4,0.664,"TRAMNGQ128F92F56EE"
"1888",22050,"8b440f0cb001189c3b41e9e4b9c826c0",0,163.05587,0.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.39,-10.829,0,0.494,146.907,120.203,1,0,"TRAMNDO128F9315128"
"1889",22050,"40366ea138f29d5c6d767a57ed1185e8",0,126.79791,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.75,-9.144,0,0.613,120.802,184.279,1,0.114,"TRAMSSA128F92F60D1"
"1890",22050,"6bba5b7024859839d58853d32aa7dc4b",0,267.4673,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.403,-21.115,1,0.506,252.703,161.694,1,0,"TRAMSLB128F9341812"
"1891",22050,"8089dd2d4849700ada813ebbdacb1222",0,36.20526,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.093,-19.65,1,0.343,36.205,84.212,1,0.904,"TRAMSUE128F424B61F"
"1892",22050,"99a420995dda4c2c0deb614680ca9738",0,158.40608,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.288,-8.148,1,0.5,153.548,200.562,1,0,"TRAMSDM12903CAAB21"
"1893",22050,"aca6cf36580f6655ce1068496fd96a62",0,462.0273,0.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.878,-42.472,1,0.543,408.213,131.619,4,0.706,"TRAMSIH128F42990AB"
"1894",22050,"a2514e9d1ba5cc245523e83a60262606",0,174.52363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-10.42,1,0.122,172.333,108.556,1,0.099,"TRAMSIE128F42904B2"
"1895",22050,"1b0a45ba1093d602fbf4dae83bf038ef",0,209.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.069,-2.348,1,0.417,205.845,109.505,4,0.575,"TRAMSBQ128F4238B2D"
"1896",22050,"251c2cd148a7fc091d0f0cf4595b5857",0,245.28934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.542,-7.534,0,0.55,242.399,100.415,4,1,"TRAMSGC12903CF9375"
"1897",22050,"1849bdc25176c36886e43e5d751cf0aa",0,184.24118,3.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.615,-3.337,0,0.657,180.297,160.126,4,0.122,"TRAMSAY128F92ED0DD"
"1898",22050,"610c0d1fc585f2ef11024de65137d81d",0,218.87955,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-11.442,1,0,211.586,84.994,4,0.527,"TRAMSTR128F9331A3B"
"1899",22050,"42a9582a7c487bdccb703c62792438fa",0,305.55383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.255,-6.628,0,0.285,293.03,116.795,4,0.772,"TRAMSSK128F92FDC80"
"1900",22050,"5f0ccbd5acec6913df398dc8bd91a955",0,381.28281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.623,-5.62,1,0.575,374.84,127.968,4,0,"TRAMFDZ12903CA7820"
"1901",22050,"ea54de4b7973104577e7c5d80acb37cf",0,260.30975,1.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.286,1,0,244.46,134.88,4,0.019,"TRAMFYQ128F426F729"
"1902",22050,"ee339d3cf8ee90ddcd20ef3b147427d5",0,224.86159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-5.559,0,0.061,224.862,97.073,1,0,"TRAMFHI12903CB4349"
"1903",22050,"d6c6366a605d50e0e604c0017993d2ea",0,514.45506,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.437,-6.368,0,0.345,506.125,130.013,1,0,"TRAMFAS12903CD7030"
"1904",22050,"36d47cc42a3024be94bbb51bb603dff4",0,204.38159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.644,-9.816,1,0.818,194.531,116.729,4,0.84,"TRAMFEW12903CBAA97"
"1905",22050,"dbf39f5640adcfdca7bbac8fdbc13ef8",0,186.69669,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.31,-5.872,1,0.2,181.203,133.227,1,0.132,"TRAMFCQ128E078CF59"
"1906",22050,"e582f6c3fd94cdcb5604904898c375f5",0,197.11955,0.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.296,-8.736,1,0.413,182.596,101.967,4,0.041,"TRAMFFW128F4263AD7"
"1907",22050,"f81cba42a970c2c51b85167b3e5455f1",0,276.81914,0.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.602,-5.135,1,0.536,257.654,136.164,4,0.621,"TRAMFTL128F425BA6B"
"1908",22050,"72f95aeffb9197db49578547edb718bb",0,175.22893,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.721,-15.019,1,0.715,166.516,71.705,4,0.815,"TRAMFIU128F426B004"
"1909",22050,"d0c859c8133fd9172fc189f8e43c10e5",0,166.24281,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,-10.915,1,0.416,158.163,139.981,3,0.069,"TRAMFRD128E07833DA"
"1910",22050,"8a1133fbbd5f6cc06d81e3ca4609a425",0,181.36771,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.378,-9.917,0,0.429,174.945,103.342,4,0,"TRAMFEX128F933D454"
"1911",22050,"d38bf45724b207a5b7c5c6534419c6cb",0,229.58975,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.148,-5.01,0,0.393,217.571,157.137,4,0.707,"TRAMFPX128F4254D88"
"1912",22050,"de05842e6e8d83b91364c27b8905f918",0,247.77098,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.445,-16.104,1,0.541,238.086,111.063,4,0.552,"TRAMFQM128F4276295"
"1913",22050,"649c1b55ca8881ef6fad5983ba8b4916",0,297.09016,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.454,-4.107,1,0.654,291.875,128.229,4,0.251,"TRAMFTM128F9330ACA"
"1914",22050,"e37028f71906622f8f986cc4b632eec1",0,262.08608,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.048,-3.825,0,0.364,259.332,175.959,4,0.792,"TRAMFJR128F92C1DB1"
"1915",22050,"02029903cc47cd3091cee5f3c8312dae",0,177.42322,3.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.595,-21.011,0,0.652,177.423,170.024,4,0.941,"TRAMDVP128F92F9803"
"1916",22050,"87036b113e3a030eda407ce4c9fe45ed",0,281.80853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,-10.803,1,0.481,268.928,119.826,4,1,"TRAMDWV12903CC575A"
"1917",22050,"db891993f9284d7b840b8881266d7cb1",0,173.19138,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.784,-11.835,1,0.698,164.037,120.969,4,0.937,"TRAMDWV128F931B5BD"
"1918",22050,"926f6fb16615a0d664c80086a54db6c0",0,125.962,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.014,-7.097,1,0.236,118.776,111.959,4,1,"TRAMDNR12903CEC0DF"
"1919",22050,"d38e1e901737a96c35b4a05dcae95a94",0,209.3971,2.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.341,-23.949,0,0.393,186.363,124.494,4,0.137,"TRAMDQE128F1458F98"
"1920",22050,"86c84850bba04386d56768bb690348b1",0,295.99302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.422,-13.822,1,0.505,286.883,141.121,1,0,"TRAMDHN128F92F5E19"
"1921",22050,"93163c68c22e2dceefbd600976cce4c6",0,93.33506,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.551,-33.662,0,0.521,88.108,69.979,1,0,"TRAMDDN128F4277101"
"1922",22050,"c11321602c27e40b4759746db75277e7",0,257.54077,1.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.596,-6.803,1,0.411,257.541,92.115,4,1,"TRAMDCB128F42772E3"
"1923",22050,"56ae36f6af6a59a463d1bcd2d14f02d8",0,232.41098,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,-6.138,1,0.676,219.516,156.527,4,0.525,"TRAMDUJ12903D0728D"
"1924",22050,"68666876cc2e640ca1f9c41119de7cfd",0,215.77098,2.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115,-7.773,0,0.304,207.232,130.04,4,0.985,"TRAMDKP12903CF22A1"
"1925",22050,"6a74db3c9e6a429fab958275cd88f315",0,213.21098,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-13.45,1,0.809,197.346,71.233,4,0.535,"TRAMDQZ128F4249913"
"1926",22050,"586b1d6fcb090ce31e6538ead3807bd4",0,262.89587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.665,-4.656,0,0.606,262.896,113.361,5,0.459,"TRAMDUW12903CB5100"
"1927",22050,"e503ccedf138e23a15d3c18e71753cb7",0,207.90812,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,-12.692,1,0.478,201.143,148.382,1,0,"TRAMDCX128E07908F1"
"1928",22050,"269ae5193867f1c5d0e8cd606217ea0c",0,180.61016,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-14.72,0,0.153,172.031,105.445,4,1,"TRAMDCX128F4294590"
"1929",22050,"09e0479eb9371976c47e99592de8041d",0,290.69016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.154,-4.385,1,0.367,281.989,99.784,3,0.633,"TRAMDVH12903CDCD55"
"1930",22050,"39ee42e05f59828659f115b6311a79e7",0,190.06649,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.213,-17.1,1,0.35,186.241,138.165,4,0,"TRAMDEN128F429D23B"
"1931",22050,"eb81c820ed4d2b11c6ab3223b24e0781",0,241.37098,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.752,-4.999,0,0.59,235.59,105.201,4,0.536,"TRAMEEO128F1462296"
