"artistMbid"	"tagname"	"tagcount"
e8d2db0f-fb4c-40b7-8100-ad0deddd539f	"steven wilson"	15
e8d2db0f-fb4c-40b7-8100-ad0deddd539f	"british"	9
e8d2db0f-fb4c-40b7-8100-ad0deddd539f	"rock"	7
e8d2db0f-fb4c-40b7-8100-ad0deddd539f	"ambient"	7
e8d2db0f-fb4c-40b7-8100-ad0deddd539f	"art rock"	7
e8d2db0f-fb4c-40b7-8100-ad0deddd539f	"psychedelic"	4
e8d2db0f-fb4c-40b7-8100-ad0deddd539f	"electronic"	4
0506bf37-90d7-4654-9585-b4800dc945d5	"Hip-Hop"	100
0506bf37-90d7-4654-9585-b4800dc945d5	"rap"	67
0506bf37-90d7-4654-9585-b4800dc945d5	"east coast rap"	51
0506bf37-90d7-4654-9585-b4800dc945d5	"new york"	49
0506bf37-90d7-4654-9585-b4800dc945d5	"hip hop"	47
0506bf37-90d7-4654-9585-b4800dc945d5	"East Coast"	21
0506bf37-90d7-4654-9585-b4800dc945d5	"underground hip-hop"	12
0506bf37-90d7-4654-9585-b4800dc945d5	"Brooklyn"	11
0506bf37-90d7-4654-9585-b4800dc945d5	"az"	8
0506bf37-90d7-4654-9585-b4800dc945d5	"Gangsta Rap"	6
0506bf37-90d7-4654-9585-b4800dc945d5	"hiphop"	6
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"tango"	100
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"jazz"	89
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"tango nuevo"	55
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"world"	40
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"accordion"	34
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"instrumental"	17
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"german"	8
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"acoustic"	8
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"World Music"	7
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"quadro nuevo"	6
9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8	"Flamenco"	5
7eebe1f6-c412-46ab-a831-c3ce91209b27	"latin"	100
7eebe1f6-c412-46ab-a831-c3ce91209b27	"cuba"	80
7eebe1f6-c412-46ab-a831-c3ce91209b27	"francisco cespedes"	60
7eebe1f6-c412-46ab-a831-c3ce91209b27	"All"	50
7eebe1f6-c412-46ab-a831-c3ce91209b27	"Baladas"	50
7eebe1f6-c412-46ab-a831-c3ce91209b27	"pensando en ti"	40
7eebe1f6-c412-46ab-a831-c3ce91209b27	"spanish"	30
7eebe1f6-c412-46ab-a831-c3ce91209b27	"vida loca"	30
7eebe1f6-c412-46ab-a831-c3ce91209b27	"zeroplays"	20
7eebe1f6-c412-46ab-a831-c3ce91209b27	"Latin Grammy nominee"	20
7eebe1f6-c412-46ab-a831-c3ce91209b27	"romanticas nuevas"	20
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"electronic"	100
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"electro"	59
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"australian"	58
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"Electroclash"	50
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"indie"	50
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"electronica"	18
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"dance"	17
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"new rave"	9
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"synthpop"	7
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"indietronica"	6
f5b8ea5f-c269-45dd-9936-1fedf3c56851	"electropop"	6
f0602f55-1770-483d-89bd-4bae0d0ac086	"pop"	100
f0602f55-1770-483d-89bd-4bae0d0ac086	"rnb"	58
f0602f55-1770-483d-89bd-4bae0d0ac086	"latin"	57
f0602f55-1770-483d-89bd-4bae0d0ac086	"female vocalists"	55
f0602f55-1770-483d-89bd-4bae0d0ac086	"dance"	49
f0602f55-1770-483d-89bd-4bae0d0ac086	"jennifer lopez"	12
f0602f55-1770-483d-89bd-4bae0d0ac086	"american"	8
f0602f55-1770-483d-89bd-4bae0d0ac086	"Hip-Hop"	8
f0602f55-1770-483d-89bd-4bae0d0ac086	"female"	6
f0602f55-1770-483d-89bd-4bae0d0ac086	"latin pop"	5
f0602f55-1770-483d-89bd-4bae0d0ac086	"sexy"	5
73aaebf1-c6a4-4211-9089-62e65f9e199a	"reggae"	100
73aaebf1-c6a4-4211-9089-62e65f9e199a	"lovers rock"	39
73aaebf1-c6a4-4211-9089-62e65f9e199a	"rocksteady"	25
73aaebf1-c6a4-4211-9089-62e65f9e199a	"british"	11
73aaebf1-c6a4-4211-9089-62e65f9e199a	"soul"	9
73aaebf1-c6a4-4211-9089-62e65f9e199a	"reggae-soul"	9
73aaebf1-c6a4-4211-9089-62e65f9e199a	"british soul"	9
73aaebf1-c6a4-4211-9089-62e65f9e199a	"pop"	7
73aaebf1-c6a4-4211-9089-62e65f9e199a	"male vocalists"	5
73aaebf1-c6a4-4211-9089-62e65f9e199a	"roots reggae"	5
73aaebf1-c6a4-4211-9089-62e65f9e199a	"Smoking music"	3
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"post-hardcore"	100
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"emo"	70
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"screamo"	63
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"rock"	44
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"emocore"	38
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"hardcore"	16
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"alternative"	12
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"indie"	10
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"alternative rock"	9
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"saosin"	8
47b8b42a-96e8-46fa-9ea6-70c5136ae971	"post hardcore"	6
fb9719bf-c477-4223-b319-986eb4168a91	"Soundtrack"	100
fb9719bf-c477-4223-b319-986eb4168a91	"Classical"	55
fb9719bf-c477-4223-b319-986eb4168a91	"instrumental"	48
fb9719bf-c477-4223-b319-986eb4168a91	"composers"	24
fb9719bf-c477-4223-b319-986eb4168a91	"Star Wars"	19
fb9719bf-c477-4223-b319-986eb4168a91	"composer"	11
fb9719bf-c477-4223-b319-986eb4168a91	"Soundtracks"	7
fb9719bf-c477-4223-b319-986eb4168a91	"score"	6
fb9719bf-c477-4223-b319-986eb4168a91	"John Williams"	5
fb9719bf-c477-4223-b319-986eb4168a91	"american"	4
fb9719bf-c477-4223-b319-986eb4168a91	"ost"	4
27784398-3ad0-4baf-bf17-82b37fe03efb	"hardcore"	100
27784398-3ad0-4baf-bf17-82b37fe03efb	"metalcore"	59
27784398-3ad0-4baf-bf17-82b37fe03efb	"moshcore"	27
27784398-3ad0-4baf-bf17-82b37fe03efb	"metal"	15
27784398-3ad0-4baf-bf17-82b37fe03efb	"Straight Edge"	11
27784398-3ad0-4baf-bf17-82b37fe03efb	"beatdown"	2
27784398-3ad0-4baf-bf17-82b37fe03efb	"rock"	2
27784398-3ad0-4baf-bf17-82b37fe03efb	"american"	2
27784398-3ad0-4baf-bf17-82b37fe03efb	"death metal"	1
27784398-3ad0-4baf-bf17-82b37fe03efb	"beatdown hardcore"	1
27784398-3ad0-4baf-bf17-82b37fe03efb	"grindcore"	1
6512f989-faee-40ec-903d-5ffd6e32ccb0	"chanson francaise"	100
6512f989-faee-40ec-903d-5ffd6e32ccb0	"french"	57
6512f989-faee-40ec-903d-5ffd6e32ccb0	"nouvelle scene francaise"	50
6512f989-faee-40ec-903d-5ffd6e32ccb0	"humour"	42
6512f989-faee-40ec-903d-5ffd6e32ccb0	"chanson"	26
6512f989-faee-40ec-903d-5ffd6e32ccb0	"france"	15
6512f989-faee-40ec-903d-5ffd6e32ccb0	"francais"	11
6512f989-faee-40ec-903d-5ffd6e32ccb0	"festif"	7
6512f989-faee-40ec-903d-5ffd6e32ccb0	"under 2000 listeners"	3
6512f989-faee-40ec-903d-5ffd6e32ccb0	"Parissy french"	3
6512f989-faee-40ec-903d-5ffd6e32ccb0	"skajazz"	3
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"pop"	100
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"spanish"	96
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"female vocalists"	65
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"latin"	56
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"dance"	44
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"latin pop"	15
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"Europop"	15
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"Eurovision"	11
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"Flamenco"	9
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"spain"	8
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1	"Girl Groups"	8
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"rap"	100
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"Hip-Hop"	88
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"Gangsta Rap"	48
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"hip hop"	40
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"dmx"	25
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"East Coast"	10
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"east coast rap"	9
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"hardcore rap"	8
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"new york"	6
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"hiphop"	6
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8	"Ruff ryders"	3
870ab832-904b-4b49-ab72-7e6b0e0da65f	"country"	100
870ab832-904b-4b49-ab72-7e6b0e0da65f	"classic country"	65
870ab832-904b-4b49-ab72-7e6b0e0da65f	"Don Gibson"	36
870ab832-904b-4b49-ab72-7e6b0e0da65f	"oldies"	25
870ab832-904b-4b49-ab72-7e6b0e0da65f	"Honky Tonk"	13
870ab832-904b-4b49-ab72-7e6b0e0da65f	"male vocalists"	7
870ab832-904b-4b49-ab72-7e6b0e0da65f	"Real Country"	5
870ab832-904b-4b49-ab72-7e6b0e0da65f	"All"	5
870ab832-904b-4b49-ab72-7e6b0e0da65f	"doo wop"	2
870ab832-904b-4b49-ab72-7e6b0e0da65f	"Traditional Country"	2
870ab832-904b-4b49-ab72-7e6b0e0da65f	"old country"	2
679ec43c-bc04-4bb0-b619-2da702a214ba	"Soundtrack"	100
679ec43c-bc04-4bb0-b619-2da702a214ba	"instrumental"	50
679ec43c-bc04-4bb0-b619-2da702a214ba	"Classical"	38
679ec43c-bc04-4bb0-b619-2da702a214ba	"composers"	24
679ec43c-bc04-4bb0-b619-2da702a214ba	"score"	20
679ec43c-bc04-4bb0-b619-2da702a214ba	"composer"	12
679ec43c-bc04-4bb0-b619-2da702a214ba	"Soundtracks"	6
679ec43c-bc04-4bb0-b619-2da702a214ba	"movie score composers"	5
679ec43c-bc04-4bb0-b619-2da702a214ba	"american"	4
679ec43c-bc04-4bb0-b619-2da702a214ba	"James Horner"	3
679ec43c-bc04-4bb0-b619-2da702a214ba	"film score"	2
e90428f4-29ef-47b4-a081-75e415f51037	"Rock Argentino"	100
e90428f4-29ef-47b4-a081-75e415f51037	"rock"	58
e90428f4-29ef-47b4-a081-75e415f51037	"argentina"	55
e90428f4-29ef-47b4-a081-75e415f51037	"latin"	32
e90428f4-29ef-47b4-a081-75e415f51037	"rock argento"	24
e90428f4-29ef-47b4-a081-75e415f51037	"Rock en Espanol"	12
e90428f4-29ef-47b4-a081-75e415f51037	"Bersuit"	10
e90428f4-29ef-47b4-a081-75e415f51037	"rock nacional"	9
e90428f4-29ef-47b4-a081-75e415f51037	"rock en espaol"	9
e90428f4-29ef-47b4-a081-75e415f51037	"Bersuit Vergarabat"	8
e90428f4-29ef-47b4-a081-75e415f51037	"Rock Latino"	7
7895507e-7b72-44d9-ab82-16ed0028572a	"Classical"	100
7895507e-7b72-44d9-ab82-16ed0028572a	"opera"	80
7895507e-7b72-44d9-ab82-16ed0028572a	"female vocalists"	78
7895507e-7b72-44d9-ab82-16ed0028572a	"Female Voices"	25
7895507e-7b72-44d9-ab82-16ed0028572a	"Izzy"	19
7895507e-7b72-44d9-ab82-16ed0028572a	"soprano"	16
7895507e-7b72-44d9-ab82-16ed0028572a	"female vocals"	16
7895507e-7b72-44d9-ab82-16ed0028572a	"classical crossover"	7
7895507e-7b72-44d9-ab82-16ed0028572a	"female vocalist"	7
7895507e-7b72-44d9-ab82-16ed0028572a	"easy listening"	7
7895507e-7b72-44d9-ab82-16ed0028572a	"classic"	5
a6744983-be90-41b1-8541-2d8719b03ee7	"country"	100
a6744983-be90-41b1-8541-2d8719b03ee7	"rockabilly"	55
a6744983-be90-41b1-8541-2d8719b03ee7	"western swing"	30
a6744983-be90-41b1-8541-2d8719b03ee7	"cowboy"	25
a6744983-be90-41b1-8541-2d8719b03ee7	"classic country"	20
a6744983-be90-41b1-8541-2d8719b03ee7	"americana"	15
a6744983-be90-41b1-8541-2d8719b03ee7	"american"	10
a6744983-be90-41b1-8541-2d8719b03ee7	"Rock and Roll"	5
a6744983-be90-41b1-8541-2d8719b03ee7	"All"	5
a6744983-be90-41b1-8541-2d8719b03ee7	"50s"	5
a6744983-be90-41b1-8541-2d8719b03ee7	"male vocalists"	5
172e1f1a-504d-4488-b053-6344ba63e6d0	"post-punk"	100
172e1f1a-504d-4488-b053-6344ba63e6d0	"rock"	93
172e1f1a-504d-4488-b053-6344ba63e6d0	"alternative"	86
172e1f1a-504d-4488-b053-6344ba63e6d0	"singer-songwriter"	70
172e1f1a-504d-4488-b053-6344ba63e6d0	"alternative rock"	58
172e1f1a-504d-4488-b053-6344ba63e6d0	"australian"	22
172e1f1a-504d-4488-b053-6344ba63e6d0	"indie"	17
172e1f1a-504d-4488-b053-6344ba63e6d0	"Nick Cave"	8
172e1f1a-504d-4488-b053-6344ba63e6d0	"dark"	7
172e1f1a-504d-4488-b053-6344ba63e6d0	"blues"	7
172e1f1a-504d-4488-b053-6344ba63e6d0	"indie rock"	5
cd2c42c1-85de-4c54-87c6-d76f051e422f	"melodic hardcore"	100
cd2c42c1-85de-4c54-87c6-d76f051e422f	"hardcore"	76
cd2c42c1-85de-4c54-87c6-d76f051e422f	"hardcore punk"	66
cd2c42c1-85de-4c54-87c6-d76f051e422f	"british"	30
cd2c42c1-85de-4c54-87c6-d76f051e422f	"UKHC"	25
cd2c42c1-85de-4c54-87c6-d76f051e422f	"punk"	20
cd2c42c1-85de-4c54-87c6-d76f051e422f	"pop punk"	12
cd2c42c1-85de-4c54-87c6-d76f051e422f	"punk hardcore"	10
cd2c42c1-85de-4c54-87c6-d76f051e422f	"southampton"	7
cd2c42c1-85de-4c54-87c6-d76f051e422f	"under 2000 listeners"	5
cd2c42c1-85de-4c54-87c6-d76f051e422f	"lay it on the line"	5
3a212655-d7d5-4570-9d31-4b7b1ef02629	"rap"	100
3a212655-d7d5-4570-9d31-4b7b1ef02629	"Hip-Hop"	81
3a212655-d7d5-4570-9d31-4b7b1ef02629	"G-Unit"	49
3a212655-d7d5-4570-9d31-4b7b1ef02629	"Gangsta Rap"	45
3a212655-d7d5-4570-9d31-4b7b1ef02629	"hip hop"	37
3a212655-d7d5-4570-9d31-4b7b1ef02629	"50 Cent"	8
3a212655-d7d5-4570-9d31-4b7b1ef02629	"new york"	7
3a212655-d7d5-4570-9d31-4b7b1ef02629	"east coast rap"	6
3a212655-d7d5-4570-9d31-4b7b1ef02629	"East Coast"	6
3a212655-d7d5-4570-9d31-4b7b1ef02629	"gangsta"	5
3a212655-d7d5-4570-9d31-4b7b1ef02629	"hiphop"	4
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"new age"	100
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"ambient"	50
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"electronic"	50
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"Soundtrack"	33
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"japan"	33
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"easy listening"	25
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"folk"	25
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"healing"	25
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"japanese"	16
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"chillout"	16
f3d8c154-208d-4efa-b52d-7e9f16adcdae	"instrumental"	16
c880c519-8fc2-4bee-95ca-34f50da728ff	"folk"	100
c880c519-8fc2-4bee-95ca-34f50da728ff	"under 2000 listeners"	50
c880c519-8fc2-4bee-95ca-34f50da728ff	"swedish"	25
c880c519-8fc2-4bee-95ca-34f50da728ff	"svensk schlager"	25
c880c519-8fc2-4bee-95ca-34f50da728ff	"bondschlager"	25
c880c519-8fc2-4bee-95ca-34f50da728ff	"anita lindblom"	25
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"classic country"	100
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"country"	94
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"50s"	40
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"american"	29
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"male vocalists"	26
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"Hank Locklin"	22
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"oldies"	17
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"Honky Tonk"	7
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"60s"	7
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"florida"	5
c8d0d74b-80eb-4746-8cea-f5df78b4b90c	"old country"	5
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"cajun"	100
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"louisiana"	65
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"Louisiana French"	13
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"1946-10-02"	8
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"geohash:9vqkh2s6nqwc"	8
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"joel sonnier"	8
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"rayne"	8
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"np"	8
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"accordion"	8
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"jazz"	4
cae92fc4-ebf8-4940-badf-d54cc6b8e6d3	"folk"	4
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"reggae"	100
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"roots reggae"	44
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"dub"	39
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"roots"	28
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"jamaica"	20
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"jamaican"	7
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"ragga"	4
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"wailing souls"	3
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"chillout"	2
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"Rasta"	2
f28a0e2e-d469-4f9d-8080-f5548fc1a239	"70s"	1
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"blues"	100
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"delta blues"	56
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"folk"	36
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"acoustic blues"	20
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"blues guitar"	17
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"All"	8
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"country blues"	7
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"guitar"	6
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"George Ellias"	4
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"ellias"	4
c60131ae-9e8f-46a8-a7d2-1393fe48a9d1	"furry lewis"	3
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"Hip-Hop"	100
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"rap"	68
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"old school"	51
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"hip hop"	45
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"east coast rap"	34
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"90s"	10
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"East Coast"	6
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"naughty by nature"	5
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"new jersey"	5
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"old school hip-hop"	4
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	"hiphop"	3
ab634a19-20e3-4801-975e-a230f899af8a	"bulgarian"	100
ab634a19-20e3-4801-975e-a230f899af8a	"pop"	90
ab634a19-20e3-4801-975e-a230f899af8a	"estrada"	70
ab634a19-20e3-4801-975e-a230f899af8a	"LGBT icon"	20
ab634a19-20e3-4801-975e-a230f899af8a	"bulgarian estrada"	20
ab634a19-20e3-4801-975e-a230f899af8a	"bulgaria"	20
ab634a19-20e3-4801-975e-a230f899af8a	"80s"	10
ab634a19-20e3-4801-975e-a230f899af8a	"70s"	10
ab634a19-20e3-4801-975e-a230f899af8a	"lili ivanova"	10
ab634a19-20e3-4801-975e-a230f899af8a	"hard chalga"	10
ab634a19-20e3-4801-975e-a230f899af8a	"Bg pop"	10
a74b1b7f-71a5-4011-9441-d0b5e4122711	"alternative"	100
a74b1b7f-71a5-4011-9441-d0b5e4122711	"alternative rock"	80
a74b1b7f-71a5-4011-9441-d0b5e4122711	"rock"	71
a74b1b7f-71a5-4011-9441-d0b5e4122711	"indie"	58
a74b1b7f-71a5-4011-9441-d0b5e4122711	"electronic"	47
a74b1b7f-71a5-4011-9441-d0b5e4122711	"british"	22
a74b1b7f-71a5-4011-9441-d0b5e4122711	"britpop"	16
a74b1b7f-71a5-4011-9441-d0b5e4122711	"indie rock"	15
a74b1b7f-71a5-4011-9441-d0b5e4122711	"experimental"	14
a74b1b7f-71a5-4011-9441-d0b5e4122711	"radiohead"	10
a74b1b7f-71a5-4011-9441-d0b5e4122711	"Progressive rock"	5
c736201c-546d-469f-8475-4415db60aad0	"celtic"	100
c736201c-546d-469f-8475-4415db60aad0	"folk"	50
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"gospel"	100
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"black gospel"	59
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"praise and worship"	48
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"female vocalists"	32
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"christian"	29
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"Vanessa Bell Armstrong"	18
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"Contempary"	13
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"gospelgroove"	13
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"Contemporary Gospel"	13
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"Gospel radio"	8
4bf03ff6-9259-4e36-b59a-2c58d61ee68e	"All"	8
0699d65f-fe02-47b6-9a7b-3439025cf281	"american"	100
0699d65f-fe02-47b6-9a7b-3439025cf281	"russian"	100
0699d65f-fe02-47b6-9a7b-3439025cf281	"vaudeville"	100
0699d65f-fe02-47b6-9a7b-3439025cf281	"40s"	100
0699d65f-fe02-47b6-9a7b-3439025cf281	"30s"	100
0699d65f-fe02-47b6-9a7b-3439025cf281	"under 2000 listeners"	100
0699d65f-fe02-47b6-9a7b-3439025cf281	"russian vaudeville"	100
5894dac5-0260-4175-b36e-e34680a859d6	"Soundtrack"	100
5894dac5-0260-4175-b36e-e34680a859d6	"ambient"	63
5894dac5-0260-4175-b36e-e34680a859d6	"instrumental"	62
5894dac5-0260-4175-b36e-e34680a859d6	"jazz"	42
5894dac5-0260-4175-b36e-e34680a859d6	"chillout"	27
5894dac5-0260-4175-b36e-e34680a859d6	"composer"	11
5894dac5-0260-4175-b36e-e34680a859d6	"american"	6
5894dac5-0260-4175-b36e-e34680a859d6	"twin peaks"	6
5894dac5-0260-4175-b36e-e34680a859d6	"electronic"	6
5894dac5-0260-4175-b36e-e34680a859d6	"david lynch"	5
5894dac5-0260-4175-b36e-e34680a859d6	"dark ambient"	5
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"rnb"	100
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"soul"	61
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"Dave Hollister"	38
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"gospel"	31
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"r and b"	31
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"rhythm and blues"	22
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"male vocalists"	19
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"quiet storm"	11
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"r&b"	11
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"Neo-Soul"	7
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c	"indie soul"	5
22474393-579b-414c-aa24-d74598f193f7	"blues"	100
22474393-579b-414c-aa24-d74598f193f7	"swamp rock"	91
22474393-579b-414c-aa24-d74598f193f7	"roots rock"	58
22474393-579b-414c-aa24-d74598f193f7	"rock"	41
22474393-579b-414c-aa24-d74598f193f7	"blues rock"	41
22474393-579b-414c-aa24-d74598f193f7	"americana"	33
22474393-579b-414c-aa24-d74598f193f7	"louisiana"	25
22474393-579b-414c-aa24-d74598f193f7	"All"	16
22474393-579b-414c-aa24-d74598f193f7	"swamp pop"	16
22474393-579b-414c-aa24-d74598f193f7	"c c adcock"	8
22474393-579b-414c-aa24-d74598f193f7	"true blood"	8
b29c45fe-3e06-4736-9053-1cbe93f61691	"indie"	100
b29c45fe-3e06-4736-9053-1cbe93f61691	"alternative"	93
b29c45fe-3e06-4736-9053-1cbe93f61691	"experimental"	53
b29c45fe-3e06-4736-9053-1cbe93f61691	"singer-songwriter"	40
b29c45fe-3e06-4736-9053-1cbe93f61691	"nottingham"	40
b29c45fe-3e06-4736-9053-1cbe93f61691	"UK"	20
b29c45fe-3e06-4736-9053-1cbe93f61691	"rock"	13
b29c45fe-3e06-4736-9053-1cbe93f61691	"twee"	13
b29c45fe-3e06-4736-9053-1cbe93f61691	"mouth-foaming-genius"	13
b29c45fe-3e06-4736-9053-1cbe93f61691	"All"	13
b29c45fe-3e06-4736-9053-1cbe93f61691	"strange"	6
408b2bc3-aa7c-4de9-b6d4-e1263a011b4d	"gospel"	100
408b2bc3-aa7c-4de9-b6d4-e1263a011b4d	"female vocalists"	46
